Substance name,EC/List no.,CAS no.,BAS number,Product-type,Review Programme flag,New active substance flag,Annex I substance flag,Inclusion Category,Approval start date,Approval end date,Evaluating competent authority,Approval status,Assessment status,Assessment sub-status,Legal act,Link to legal act,R4BP asset number,Candidate for substitution,Factsheet URL,Related authorised biocidal products,RML ID,Substance information page
hydrogen peroxide released from sodium percarbonate,-,-,1829,PT03-Veterinary hygiene,true,false,false,0,,,Finland,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1829/PT03,0,100.265.855,https://echa.europa.eu/substance-information/-/substanceinfo/100.265.855
hydrogen peroxide released from sodium percarbonate,-,-,1829,PT05-Drinking water,true,false,false,0,,,-,No longer supported,,,Decision (EU) 2020/1036 ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32020D1036,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1829/PT05,0,100.265.855,https://echa.europa.eu/substance-information/-/substanceinfo/100.265.855
Icaridin,423-210-8,119515-38-7,1316,PT19-Repellents and attractants,true,false,false,0,01/02/2022,31/01/2032,Denmark,Approved,,,Regulation (EU) 2020/1086,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32020R1086,EU-0022124-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1316/PT19,2,100.102.177,https://echa.europa.eu/substance-information/-/substanceinfo/100.102.177
imidacloprid,428-040-8,138261-41-3,37,"PT18-Insecticides, acaricides and products to control other arthropods",true,false,false,0,01/07/2013,31/12/2025,Germany,Approved,Renewal in progress,Competent authority evaluation,Decision (EU) 2023/460,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32023D0460,EU-0005381-0000,Yes,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/37/PT18,84,100.102.643,https://echa.europa.eu/substance-information/-/substanceinfo/100.102.643
Iodine,231-442-4,7553-56-2,1319,PT01-Human hygiene,true,false,false,0,01/09/2015,31/08/2025,Sweden,Approved,,,Regulation (EU) No 94/2014,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32014R0094,EU-0006489-0000,Yes,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1319/PT01,4,100.028.585,https://echa.europa.eu/substance-information/-/substanceinfo/100.028.585
Iodine,231-442-4,7553-56-2,1319,PT03-Veterinary hygiene,true,false,false,0,01/09/2015,29/02/2028,Sweden,Approved,Renewal in progress,Competent authority evaluation,DECISION (EU) 2025/947,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32025D0947,EU-0006490-0000,Yes,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1319/PT03,234,100.028.585,https://echa.europa.eu/substance-information/-/substanceinfo/100.028.585
Iodine,231-442-4,7553-56-2,1319,PT04-Food and feed area,true,false,false,0,01/09/2015,31/08/2025,Sweden,Approved,,,Regulation (EU) No 94/2014,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32014R0094,EU-0006491-0000,Yes,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1319/PT04,5,100.028.585,https://echa.europa.eu/substance-information/-/substanceinfo/100.028.585
Iodine,231-442-4,7553-56-2,1319,PT22-Embalming and taxidermist fluids,true,false,false,0,01/09/2015,31/08/2025,Sweden,Approved,,,Regulation (EU) No 94/2014,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32014R0094,EU-0006492-0000,Yes,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1319/PT22,0,100.028.585,https://echa.europa.eu/substance-information/-/substanceinfo/100.028.585
IRON,231-096-4,7439-89-6,2163,,false,,true,6,,,Ireland,Cancelled application,,,,,-,,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/2163/null,0,100.028.270,https://echa.europa.eu/substance-information/-/substanceinfo/100.028.270
Iron sulphate,231-753-5,7720-78-7,1437,,false,,true,7,01/09/2013,,-,Approved,,,Regulation (EU) 528/2012 Annex I,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32012R0528,EU-0012354-0000,,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1437/null,0,100.028.867,https://echa.europa.eu/substance-information/-/substanceinfo/100.028.867
K-HDO,613-953-8,66603-10-9,40,PT08-Wood preservatives,true,false,false,0,01/07/2010,31/12/2026,Austria,Approved,Renewal in progress,Competent authority evaluation,Decision (EU) 2022/1488,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32022D1488,EU-0005384-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/40/PT08,2,100.112.630,https://echa.europa.eu/substance-information/-/substanceinfo/100.112.630
L-(+)-lactic acid,201-196-2,79-33-4,1322,PT01-Human hygiene,false,true,false,0,01/07/2017,30/06/2027,Germany,Approved,,,Reg. (EU)2016/2291,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32016R2291,EU-0013660-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1322/PT01,2,100.001.088,https://echa.europa.eu/substance-information/-/substanceinfo/100.001.088
L-(+)-lactic acid,201-196-2,79-33-4,1322,PT02-Disinfectants and algaecides not intended for direct application to humans or animals,true,false,false,0,01/05/2019,30/04/2029,Germany,Approved,,,Reg (EU) 2017/2002,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32017R2002,EU-0018232-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1322/PT02,1022,100.001.088,https://echa.europa.eu/substance-information/-/substanceinfo/100.001.088
L-(+)-lactic acid,201-196-2,79-33-4,1322,PT03-Veterinary hygiene,true,false,false,0,01/05/2019,30/04/2029,Germany,Approved,,,Reg (EU) 2017/2002,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32017R2002,EU-0018236-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1322/PT03,129,100.001.088,https://echa.europa.eu/substance-information/-/substanceinfo/100.001.088
L-(+)-lactic acid,201-196-2,79-33-4,1322,PT04-Food and feed area,true,false,false,0,01/05/2019,30/04/2029,Germany,Approved,,,Reg (EU) 2017/2002,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32017R2002,EU-0018234-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1322/PT04,1052,100.001.088,https://echa.europa.eu/substance-information/-/substanceinfo/100.001.088
L-(+)-lactic acid,201-196-2,79-33-4,1322,PT06-Preservatives for products during storage,true,false,false,0,01/11/2023,31/10/2033,Germany,Approved,,,Regulation (EU) 2022/2048,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32022R2048,EU-0026812-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1322/PT06,0,100.001.088,https://echa.europa.eu/substance-information/-/substanceinfo/100.001.088
Lactic acid,200-018-0,-,1421,,false,,true,1,01/09/2013,,-,Approved,,,Regulation (EU) 528/2012 Annex I,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32012R0528,EU-0012336-0000,,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1421/null,366,100.000.017,https://echa.europa.eu/substance-information/-/substanceinfo/100.000.017
lambda-cyhalothrin,415-130-7,91465-08-6,41,"PT18-Insecticides, acaricides and products to control other arthropods",true,false,false,0,01/10/2013,31/03/2026,Greece,Approved,Renewal in progress,Competent authority evaluation,Implementing Decision (EU) 2023/1087,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32023D1087,EU-0005385-0000,Yes,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/41/PT18,5,100.101.414,https://echa.europa.eu/substance-information/-/substanceinfo/100.101.414
Lauric acid,205-582-1,143-07-7,1323,PT19-Repellents and attractants,true,false,false,0,01/11/2015,31/10/2025,Germany,Approved,Renewal in progress,Competent authority evaluation,Regulation (EU) 405/2014,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32014R0405,EU-0005718-0000,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1323/PT19,0,100.005.075,https://echa.europa.eu/substance-information/-/substanceinfo/100.005.075
Lavender oil (Natural oil),616-770-1,8000-28-0,1429,,false,,true,4,01/09/2013,,-,Approved,,,Regulation (EU) 528/2012 Annex I,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32012R0528,EU-0012344-0000,,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1429/null,16,100.110.110,https://echa.europa.eu/substance-information/-/substanceinfo/100.110.110
"Lavender, Lavandula hybrida, ext./Lavandin oil",294-470-6,91722-69-9,1324,PT19-Repellents and attractants,true,false,false,0,,,Portugal,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1324/PT19,0,100.085.846,https://echa.europa.eu/substance-information/-/substanceinfo/100.085.846
Linseed oil,232-278-6,8001-26-1,1428,,false,,true,3,01/09/2013,,-,Approved,,,Regulation (EU) 528/2012 Annex I,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32012R0528,EU-0012343-0000,,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1428/null,0,100.029.343,https://echa.europa.eu/substance-information/-/substanceinfo/100.029.343
Magnesium monoperoxyphthalate hexahydrate (MMPP),279-013-0,84665-66-7,1325,PT02-Disinfectants and algaecides not intended for direct application to humans or animals,true,false,false,0,,,Poland,,Initial application for approval in progress,Opinion development by BPC,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1325/PT02,0,100.106.871,https://echa.europa.eu/substance-information/-/substanceinfo/100.106.871
Magnesium phosphide releasing phosphine,235-023-7,12057-74-8,42,"PT18-Insecticides, acaricides and products to control other arthropods",true,false,false,0,01/02/2012,31/01/2026,Germany,Approved,Renewal in progress,Competent authority evaluation,Commission Implementing Decision (EU) 2024/787,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32024D0787,EU-0005386-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/42/PT18,4,100.031.827,https://echa.europa.eu/substance-information/-/substanceinfo/100.031.827
"Malt, ext.",232-310-9,8002-48-0,2345,PT19-Repellents and attractants,true,false,false,0,,,-,No longer supported,,,Decision (EU) 2021/1283     ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32021D1283,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/2345/PT19,0,100.029.371,https://echa.europa.eu/substance-information/-/substanceinfo/100.029.371
Margosa extract from cold-pressed oil of the kernels of Azadirachta Indica extracted with super-critical carbon dioxide,283-644-7,84696-25-3,1469,"PT18-Insecticides, acaricides and products to control other arthropods",true,false,false,0,,,Germany,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1469/PT18,0,100.076.012,https://echa.europa.eu/substance-information/-/substanceinfo/100.076.012
Margosa extract from cold-pressed oil of the kernels of Azadirachta Indica extracted with super-critical carbon dioxide,283-644-7,84696-25-3,1469,PT19-Repellents and attractants,true,false,false,0,01/04/2019,31/03/2029,-,Approved,,,Commission Implementing Regulation (EU) 2017/2005 ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32017R2005,EU-0016706-0000,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1469/PT19,10,100.076.012,https://echa.europa.eu/substance-information/-/substanceinfo/100.076.012
Margosa extract from the kernels of Azadirachta Indica extracted with water and further processed with organic solvents,-,-,43,"PT18-Insecticides, acaricides and products to control other arthropods",true,false,false,0,01/05/2014,30/04/2024,Germany,Expired,,,Directive 2012/15/EU,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32012L0015,EU-0005387-0000,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/43/PT18,2,100.373.433,https://echa.europa.eu/substance-information/-/substanceinfo/100.373.433
MBIT,695-989-4,2527-66-4,1410,PT06-Preservatives for products during storage,false,true,false,0,01/07/2018,30/06/2028,Poland,Approved,,,Reg (EU) 2017/2327 ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32017R2327,EU-0017590-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1410/PT06,0,100.225.087,https://echa.europa.eu/substance-information/-/substanceinfo/100.225.087
MBIT,695-989-4,2527-66-4,1410,PT13-Working or cutting fluid preservatives,false,true,false,0,,,Poland,Not approved,,,Commission Implementing Decision (EU) 2017/1282 ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32017D1282,-,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1410/PT13,0,100.225.087,https://echa.europa.eu/substance-information/-/substanceinfo/100.225.087
Mecetronium ethyl sulphate (MES),221-106-5,3006-10-8,1326,PT01-Human hygiene,true,false,false,0,,,Poland,,Initial application for approval in progress,Commission decision,,,-,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1326/PT01,0,100.019.188,https://echa.europa.eu/substance-information/-/substanceinfo/100.019.188
Medetomidine,811-718-6,86347-14-0,1327,PT21-Antifouling products,false,true,false,0,01/01/2016,30/06/2026,Norway,Approved,Renewal in progress,Commission decision,Decision (EU) 2025/953,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32025D0953,EU-0012188-0000,Yes,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1327/PT21,0,100.242.450,https://echa.europa.eu/substance-information/-/substanceinfo/100.242.450
Metam-sodium,205-293-0,137-42-8,1328,"PT09-Fibre, leather, rubber and polymerised materials preservatives",true,false,false,0,,,Belgium,No longer supported,,,Decision (EU) 2021/1283     ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32021D1283,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1328/PT09,0,100.004.812,https://echa.europa.eu/substance-information/-/substanceinfo/100.004.812
Metam-sodium,205-293-0,137-42-8,1328,PT11-Preservatives for liquid-cooling and processing systems,true,false,false,0,,,Belgium,No longer supported,,,Decision (EU) 2021/1283     ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32021D1283,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1328/PT11,0,100.004.812,https://echa.europa.eu/substance-information/-/substanceinfo/100.004.812
Methenamine 3-chloroallylochloride (CTAC),223-805-0,4080-31-3,1411,PT06-Preservatives for products during storage,true,false,false,0,,,Poland,No longer supported,,,COMMISSION IMPLEMENTING DECISION (EU) 2023/458,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32023D0458,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1411/PT06,0,100.021.641,https://echa.europa.eu/substance-information/-/substanceinfo/100.021.641
