ID,CASRN,casregno,UID,EXP,ChemName,DEF,UVCB,FLAG,ACTIVITY
19842,14708-49-7,14708497,,,"Platinum(2+), tetraammine-, iodide (1:2), (SP-4-1)-",,,,INACTIVE
19843,14709-71-8,14709718,,,"Copper, dichloro(pyridine)-",,,,INACTIVE
19844,14720-53-7,14720537,,,"Boric acid (HBO2), lead(2+) salt (2:1)",,,,ACTIVE
19845,14720-55-9,14720559,,,"Boric acid (HBO2), zinc salt (2:1)",,,PMN; S,INACTIVE
19846,14722-38-4,14722384,,,"Cinnoline, 4-methyl-",,,,INACTIVE
19847,14726-19-3,14726193,,,"Lanthanum, tris(1-phenyl-1,3-butanedionato-.kappa.O1,.kappa.O3)-",,,,INACTIVE
19848,14726-22-8,14726228,,,"Samarium, tris(1-phenyl-1,3-butanedionato-.kappa.O1,.kappa.O3)-",,,,INACTIVE
19849,14726-36-4,14726364,,,"Zinc, bis[N,N-bis(phenylmethyl)carbamodithioato-.kappa.S,.kappa.S']-, (T-4)-",,,,ACTIVE
19850,14726-58-0,14726580,,,"Benzenediazonium, 2,5-dibutoxy-4-(4-morpholinyl)-, (T-4)-tetrachlorozincate(2-) (2:1)",,,,INACTIVE
19851,14727-68-5,14727685,,,"9-Octadecen-1-amine, N,N-dimethyl-, (9Z)-",,,,INACTIVE
19852,14729-89-6,14729896,,,"Ferrate(2-), [[N,N'-1,2-ethanediylbis[N-[(carboxy-.kappa.O)methyl]glycinato-.kappa.N,.kappa.O]](4-)]-, sodium (1:2), (OC-6-21)-",,,,INACTIVE
19853,14735-72-9,14735729,,,"Benzoic acid, 2-[[(4-methoxyphenyl)methylene]amino]-, methyl ester",,,,ACTIVE
19854,14737-80-5,14737805,,,"1H-Isoindole-1,3(2H)-dione, 4,5,6,7-tetrachloro-2-methyl-",,,,INACTIVE
19855,14737-86-1,14737861,,,"1H-Isoindole-1,3(2H)-dione, 4,5,6,7-tetrachloro-2-hexyl-",,,,INACTIVE
19856,14740-97-7,14740977,,,"Palladium, bis[[2,3-butanedione di(oximato-.kappa.N)](1-)]-",,,,INACTIVE
19857,14745-36-9,14745369,,,"1,4-Benzenediol, 2-[(3R,7R,11R)-3-hydroxy-3,7,11,15-tetramethylhexadecyl]-3,5,6-trimethyl-",,,,INACTIVE
19858,14745-75-6,14745756,,,"Octadecanoic acid, compd. with N,N-dimethyl-1-octadecanamine (1:1)",,,,ACTIVE
19859,14751-97-4,14751974,,,"Benzenediazonium, 4-[ethyl(2-hydroxyethyl)amino]-, (T-4)-tetrachlorozincate(2-) (2:1)",,,,INACTIVE
19860,14752-75-1,14752751,,,"Benzene, heptadecyl-",,,,INACTIVE
19861,14752-92-2,14752922,,,"L-Lysine, N-acetylglycyl-, methyl ester, acetate (1:1)",,,,INACTIVE
19862,14762-38-0,14762380,,,"1,2-Ethanediamine, N1-(2-nitro-1-phenylpropyl)-",,,,INACTIVE
19863,14764-02-4,14764024,,,"2-Imidazolidinethione, 1,1'-[1,4-piperazinediylbis(methylene)]bis-",,,,INACTIVE
19864,14764-55-7,14764557,,,"1,2-Ethanediol, titanium(4+) salt (4:1)",,,,INACTIVE
19865,14764-60-4,14764604,,,"1-Propanol, 2-methyl-, potassium salt (1:1)",,,PMN,ACTIVE
19866,14765-30-1,14765301,,,"Cyclohexanone, 2-(1-methylpropyl)-",,,,ACTIVE
19867,14767-37-4,14767374,,,"Vanadium, oxobis(1-phenyl-1,3-butanedionato-.kappa.O1,.kappa.O3)-",,,,ACTIVE
19868,14768-11-7,14768117,,,"Iron, bis(cyano-.kappa.C)bis(1,10-phenanthroline-.kappa.N1,.kappa.N10)-",,,,INACTIVE
19869,14777-27-6,14777276,,,"Ethanimidic acid, methyl ester, hydrochloride (1:1)",,,,INACTIVE
19870,14779-78-3,14779783,,,"Benzoic acid, 4-(dimethylamino)-, pentyl ester",,,,INACTIVE
19871,14782-75-3,14782753,,,"Aluminum, [ethyl 3-(oxo-.kappa.O)butanoato-.kappa.O']bis(2-propanolato)-, (T-4)-",,,,ACTIVE
19872,14783-59-6,14783596,,,"Mercury, bis[(2-phenyldiazenecarbothioic acid-.kappa.S) 2-phenylhydrazidato-.kappa.N2]-, (T-4)-",,,,INACTIVE
19873,14794-31-1,14794311,,,"Butanoic acid, 4-chloro-4-oxo-, ethyl ester",,,,ACTIVE
19874,14796-93-1,14796931,,,"Dodecanoic acid, strontium salt (2:1)",,,,INACTIVE
19875,14796-94-2,14796942,,,"Tetradecanoic acid, strontium salt (2:1)",,,,INACTIVE
19876,14799-93-0,14799930,,,"Silane, dichloromethyloctyl-",,,,ACTIVE
19877,14799-94-1,14799941,,,"Silane, dichlorohexylmethyl-",,,,ACTIVE
19878,14802-03-0,14802030,,,"Phosphonic acid, P-(2-ethylhexyl)-, mono(2-ethylhexyl) ester",,,,ACTIVE
19879,14806-50-9,14806509,,,"Benzoxazolium, 3-ethyl-2-[5-(3-ethyl-2(3H)-benzoxazolylidene)-1,3-pentadien-1-yl]-, iodide (1:1)",,,,ACTIVE
19880,14806-72-5,14806725,,,"Ethanol, 2,2',2''-nitrilotris-, acetate (1:1)",,,,ACTIVE
19881,14806-73-6,14806736,,,"Ethanol, 2,2'-[[2-(acetyloxy)ethyl]imino]bis-",,,,INACTIVE
19882,14807-75-1,14807751,,,"Thioperoxydicarbonimidic diamide ([(H2N)C(NH)]2S2), hydrochloride (1:2)",,,,ACTIVE
19883,14807-96-6,14807966,,,Talc (Mg3H2(SiO3)4),,,,ACTIVE
19884,14808-60-7,14808607,,,Quartz (SiO2),,,,ACTIVE
19885,14814-09-6,14814096,,,"1-Propanethiol, 3-(triethoxysilyl)-",,,,ACTIVE
19886,14825-72-0,14825720,,,"Cyclohexanamine, N,N-di-2-propen-1-yl-, hydrochloride (1:1)",,,,INACTIVE
19887,14825-85-5,14825855,,,"9,10-Anthracenediol, 9,10-dihydro-9,10-bis(2-phenylethynyl)-",,,,INACTIVE
19888,14826-66-5,14826665,,,"Zinc, diamminedichloro-, (T-4)-",,,,ACTIVE
19889,14832-14-5,14832145,,,"Copper, [1,2,3,4,8,9,10,11,15,16,17,18,22,23,24,25-hexadecachloro-29H,31H-phthalocyaninato(2-)-.kappa.N29,.kappa.N30,.kappa.N31,.kappa.N32]-, (SP-4-1)-",,,,ACTIVE
19890,14835-74-6,14835746,,,"1,6-Anthracenedisulfonic acid, 5-amino-8-[[4-[(4,6-dichloro-1,3,5-triazin-2-yl)amino]-3-sulfophenyl]amino]-9,10-dihydro-9,10-dioxo-, sodium salt (1:3)",,,,INACTIVE
19891,14838-15-4,14838154,,,"Benzenemethanol, .alpha.-[(1R)-1-aminoethyl]-, (.alpha.S)-rel-",,,,INACTIVE
19892,14840-89-2,14840892,,,"13-Oxabicyclo[10.1.0]trideca-4,8-diene, 2,6,10-trimethyl-",,,,INACTIVE
19893,14841-10-2,14841102,,,"Iron, bis(2,2'-bipyridine-.kappa.N1,.kappa.N1')bis(cyano-.kappa.C)-",,,,INACTIVE
19894,14846-40-3,14846403,,,"Plumbane, tetrakis(1-methylethyl)-",,,,INACTIVE
19895,14847-54-2,14847542,,,"2-Naphthalenol, 1-[2-(2-hydroxy-5-nitrophenyl)diazenyl]-",,,,ACTIVE
19896,14852-17-6,14852176,,,"1,2-Ethanediamine, phosphate (1:?)",,,,ACTIVE
19897,14852-83-6,14852836,,,"Palladium, diamminebis(nitrito-.kappa.N)-",,,,ACTIVE
19898,14854-54-7,14854547,,,"Ruthenate(2-), pentachloronitrosyl-, potassium (1:2), (OC-6-21)-",,,,INACTIVE
19899,14855-76-6,14855766,,,"Benzenaminium, 4-[[4-(dimethylamino)phenyl][4-(dimethyliminio)-2,5-cyclohexadien-1-ylidene]methyl]-N-ethyl-N,N-dimethyl-, bromide chloride (1:1:1)",,,,INACTIVE
19900,14857-34-2,14857342,,,"Silane, ethoxydimethyl-",,,,ACTIVE
19901,14858-54-9,14858549,,,"Ethanol, 2-(hexadecyloxy)-, 1-(hydrogen sulfate), sodium salt (1:1)",,,,INACTIVE
19902,14858-61-8,14858618,,,"Ethanol, 2-(octadecyloxy)-, 1-(hydrogen sulfate), sodium salt (1:1)",,,,INACTIVE
19903,14860-53-8,14860538,,,"Phosphonic acid, P,P'-(1-hydroxyethylidene)bis-, potassium salt (1:4)",,,,ACTIVE
19904,14861-17-7,14861177,,,"Benzenamine, 4-(2,4-dichlorophenoxy)-",,,,ACTIVE
19905,14868-03-2,14868032,,,"Phenol, 4,4'-(2,2-dichloroethenylidene)bis-",,,,INACTIVE
19906,14871-41-1,14871411,,,"Iridium, carbonylchlorobis(triphenylphosphine)-",,,,ACTIVE
19907,14871-79-5,14871795,,,"Phosphinic acid, barium salt (2:1)",,,,ACTIVE
19908,14873-92-8,14873928,,,"Platinum, dichlorobis[1,1'-thiobis[ethane]]-",,,,ACTIVE
19909,14874-86-3,14874863,,,"Beryllate(2-), tetrafluoro-, ammonium (1:2), (T-4)-",,,,ACTIVE
19910,14875-96-8,14875968,,,"Ferrate(2-), [7,12-diethenyl-3,8,13,17-tetramethyl-21H,23H-porphine-2,18-dipropanoato(4-)-.kappa.N21,.kappa.N22,.kappa.N23,.kappa.N24]-, hydrogen (1:2), (SP-4-2)-",,,,INACTIVE
19911,14882-18-9,14882189,,,"4H-1,3,2-Benzodioxabismin-4-one, 2-hydroxy-",,,PMN,ACTIVE
19912,14885-65-5,14885655,,,Lithium fluoride (6LiF),,,,ACTIVE
19913,14887-42-4,14887424,,,"Phosphoric acid, potassium salt (2:1)",,,,ACTIVE
19914,14899-38-8,14899388,,,"Telluric acid (H2TeO3), barium salt (1:1)",,,,INACTIVE
19915,14901-07-6,14901076,,,"3-Buten-2-one, 4-(2,6,6-trimethyl-1-cyclohexen-1-yl)-",,,,ACTIVE
19916,14902-91-1,14902911,,,"Titanium hydride (TiH4), (T-4)-",,,,INACTIVE
19917,14906-55-9,14906559,,,"Pyridine, 4-ethyl-, 1-oxide",,,,INACTIVE
19918,14906-59-3,14906593,,,"4-Pyridinecarbonitrile, 1-oxide",,,,INACTIVE
19919,14906-97-9,14906979,,,"D-Gluconic acid, sodium salt (1:?)",,,,ACTIVE
19920,14913-80-5,14913805,,,Scheelite (Ca(WO4)),,,,INACTIVE
19921,14916-80-4,14916804,,,3-Octyn-1-ol,,,,ACTIVE
19922,14926-29-5,14926295,,,"Spiro[isobenzofuran-1(3H),9'-[9H]xanthen]-3-one, 3',6'-bis(acetyloxy)-5-nitro-",,,,INACTIVE
19923,14928-91-7,14928917,,,"3H-Indolium, 2-[2-[4-[bis(2-cyanoethyl)amino]phenyl]ethenyl]-1,3,3-trimethyl-, chloride (1:1)",,,,INACTIVE
19924,14929-69-2,14929692,,,"Telluric acid (H2TeO3), lithium salt (1:2)",,,,INACTIVE
19925,14931-83-0,14931830,,,"Cobaltate(2-), [[N,N'-1,2-ethanediylbis[N-[(carboxy-.kappa.O)methyl]glycinato-.kappa.N,.kappa.O]](4-)]-, (OC-6-21)-",,,,ACTIVE
19926,14933-08-5,14933085,,,"1-Dodecanaminium, N,N-dimethyl-N-(3-sulfopropyl)-, inner salt",,,,ACTIVE
19927,14933-76-7,14933767,,,"Benzothiazolium, 3-ethyl-2-methyl-, 4-methylbenzenesulfonate (1:1)",,,,ACTIVE
19928,14934-37-3,14934373,,,"Benzoxazolium, 3-ethyl-2-[3-(3-ethyl-2(3H)-benzoxazolylidene)-2-methyl-1-propen-1-yl]-, iodide (1:1)",,,,INACTIVE
19929,14936-67-5,14936675,,,"2-Undecanol, 2-acetate",,,,INACTIVE
19930,14937-45-2,14937452,,,"Phosphonium, tributylhexadecyl-, bromide (1:1)",,,,ACTIVE
19931,14938-35-3,14938353,,,"Phenol, 4-pentyl-",,,,ACTIVE
19932,14940-41-1,14940411,,,"Phosphoric acid, iron(2+) salt (2:3)",,,,ACTIVE
19933,14940-68-2,14940682,,,Zircon (Zr(SiO4)),,,,ACTIVE
19934,14954-75-7,14954757,,,"1-Naphthalenesulfonic acid, 4-[2-(4,5-dihydro-3-methyl-5-oxo-1-phenyl-1H-pyrazol-4-yl)diazenyl]-3-hydroxy-",,,,INACTIVE
19935,14958-34-0,14958340,,,Copper vanadium oxide (CuV2O6),,,,INACTIVE
19936,14959-86-5,14959865,,,"7-Dodecen-1-ol, acetate, (7Z)-",,,,ACTIVE
19937,14960-06-6,14960066,,,".beta.-Alanine, N-(2-carboxyethyl)-N-dodecyl-, sodium salt (1:1)",,,,ACTIVE
19938,14960-08-8,14960088,,,".beta.-Alanine, N-tetradecyl-",,,,ACTIVE
19939,14960-63-5,14960635,,,"1H-Indole-3-carboxaldehyde, 1-methoxy-2-phenyl-",,,,INACTIVE
19940,14965-99-2,14965992,,,Cobalt cyanide (Co(CN)3),,,,INACTIVE
19941,14970-38-8,14970388,,,"Benzothiazolium, 6-methoxy-3-methyl-2-[3-methyl-3-(4-nitrophenyl)-1-triazenyl]-, chloride (1:1)",,,,INACTIVE
19942,14970-39-9,14970399,,,"1H-1,2,4-Triazolium, 5-[2-[4-(diethylamino)phenyl]diazenyl]-1,4-dimethyl-, trichlorozincate(1-) (1:1)",,,,INACTIVE
19943,14970-40-2,14970402,,,"Benzothiazolium, 2-[2-[4-[(2-hydroxyethyl)methylamino]phenyl]diazenyl]-6-methoxy-3-methyl-, trichlorozincate(1-) (1:1)",,,,INACTIVE
19944,14970-87-7,14970877,,,"Ethanethiol, 2,2'-[1,2-ethanediylbis(oxy)]bis-",,,,ACTIVE
19945,14972-70-4,14972704,,,"Rhodate(3-), hexachloro-, sodium (1:3), (OC-6-11)-",,,,ACTIVE
19946,14974-48-2,14974482,,,"Ethanedioic acid, vanadium salt (1:?)",,,,ACTIVE
19947,14977-61-8,14977618,,,"Chromium, dichlorodioxo-, (T-4)-",,,,ACTIVE
19948,14980-92-8,14980928,,,"Tetradecanoic acid, 2-bromo-, ethyl ester",,,,INACTIVE
19949,14982-80-0,14982800,,,Chromium chloride hydroxide (CrCl2(OH)),,,,ACTIVE
19950,14983-42-7,14983427,,,"Ethanol, 2-methoxy-, 1,1',1''-triester with boric acid (H3BO3)",,,,INACTIVE
19951,14984-21-5,14984215,,,"Methanone, bis(4-phenoxyphenyl)-",,,PMN,ACTIVE
19952,14984-38-4,14984384,,,"arabino-2-Hexulosonic acid, sodium salt (1:1)",,,,INACTIVE
19953,14984-71-5,14984715,,,"Nitrous acid, copper(2+) salt (2:1)",,,,INACTIVE
19954,14985-19-4,14985194,,,"Nitric acid, thulium(3+) salt (3:1)",,,,ACTIVE
19955,14986-21-1,14986211,,,"Disiloxane, 1,1,1,3,3,3-hexachloro-",,,,ACTIVE
19956,14986-84-6,14986846,,,"Tetraphosphoric acid, sodium salt (1:6)",,,,ACTIVE
19957,14986-89-1,14986891,,,"Sulfuric acid, lutetium(3+) salt (3:2)",,,,ACTIVE
19958,14986-91-5,14986915,,,"Selenic acid, magnesium salt (1:1)",,,,INACTIVE
19959,14986-94-8,14986948,,,Manganese vanadium oxide (MnV2O6),,,,INACTIVE
19960,14986-95-9,14986959,,,Manganese vanadium oxide (Mn2V2O7),,,,INACTIVE
19961,14987-04-3,14987043,,,Magnesium silicon oxide (Mg2Si3O8),,,,ACTIVE
19962,14995-38-1,14995381,,,"Benzenesulfonic acid, 4-ethyl-, sodium salt (1:1)",,,,INACTIVE
19963,14999-74-7,14999747,,,"Ethanamine, N-ethyl-, perchlorate (1:1)",,,,INACTIVE
19964,14999-97-4,14999974,,,"Bisnaphth[2',3':6,7]indolo[2,3-c:2',3'-c']dinaphtho[2,3-i:2',3'-i']benzo[1,2-a:5,4-a']dicarbazole-5,7,9,14,19,24,26,28,33,38-decone, 6,8,25,27-tetrahydro-",,,,ACTIVE
19965,15000-59-6,15000596,,,"Benzothiazolium, 2-[2-[4-(dimethylamino)phenyl]diazenyl]-6-methoxy-3-methyl-, methyl sulfate (1:1)",,,,ACTIVE
19966,15001-42-0,15001420,,,"Pyridinium, 1,1'-(1,14-tetradecanediyl)bis-, perchlorate (1:2)",,,,INACTIVE
19967,15008-36-3,15008363,,,"Benzenamine, 4,4'-(phenylmethylene)bis[N,N-diethyl-3-methyl-",,,,INACTIVE
19968,15015-81-3,15015813,,,"1-Hexadecanesulfonic acid, sodium salt (1:1)",,,,ACTIVE
19969,15015-84-6,15015846,,,"1,2-Benzenedicarboxylic acid, ester with 2,2-bis(hydroxymethyl)-1,3-propanediol",,,,INACTIVE
19970,15017-02-4,15017024,,,"1,4-Benzenediamine, N1,N4-bis(2-methylphenyl)-",,,,ACTIVE
19971,15020-57-2,15020572,,,"Benzenesulfonamide, 4-hydroxy-N,N-dimethyl-",,,,INACTIVE
19972,15021-44-0,15021440,,,"Guanidine, N-(2,2-diethoxyethyl)-, sulfate (1:1)",,,,INACTIVE
19973,15022-08-9,15022089,,,"Carbonic acid, di-2-propen-1-yl ester",,,,INACTIVE
19974,15029-32-0,15029320,,,"4-Morpholinepropanenitrile, .beta.-oxo-",,,,ACTIVE
19975,15038-67-2,15038672,,,"Phenol, 2,2'-sulfonylbis-",,,,INACTIVE
19976,15039-07-3,15039073,,,"Diphosphoric acid, sodium salt, compd. with hydrogen peroxide (H2O2) (1:4:2)",,,,INACTIVE
19977,15052-19-4,15052194,,,"5H-Tetrazole-5-thione, 1,2-dihydro-1-phenyl-, sodium salt (1:1)",,,,INACTIVE
19978,15060-55-6,15060556,,,"Molybdate(2-), tetrathioxo-, ammonium (1:2), (T-4)-",,,PMN,INACTIVE
19979,15060-59-0,15060590,,,Lithium vanadium oxide (LiVO3),,,,ACTIVE
19980,15063-92-0,15063920,,,"1,3,5-Triazine-2,4-diamine, 6-chloro-N2,N4-bis[4-(phenylamino)phenyl]-",,,PMN,INACTIVE
19981,15075-85-1,15075851,,,"9-Octadecene-1-sulfonic acid, sodium salt (1:1), (9Z)-",,,,INACTIVE
19982,15080-52-1,15080521,,,"Tellurium, bis(N,N-diethylcarbamodithioato-.kappa.S,.kappa.S')-, (SP-4-1)-",,,,INACTIVE
19983,15080-58-7,15080587,,,"Hexanedioic acid, 1,6-bis[3-hydroxy-2-(hydroxymethyl)-2-methylpropyl] ester",,,,INACTIVE
19984,15082-28-7,15082287,,,"1,3,4-Oxadiazole, 2-[1,1'-biphenyl]-4-yl-5-[4-(1,1-dimethylethyl)phenyl]-",,,,ACTIVE
19985,15085-20-8,15085208,,,"1H-Indene-4-carbonitrile, 2,3-dihydro-7-methyl-",,,,INACTIVE
19986,15086-20-1,15086201,,,"Benzothiazolium, 3-ethyl-2-[3-(3-ethyl-2(3H)-benzothiazolylidene)-2-methyl-1-propen-1-yl]-, 4-methylbenzenesulfonate (1:1)",,,,INACTIVE
19987,15086-27-8,15086278,,,"Phenol, aluminum salt (3:1)",,,,ACTIVE
19988,15086-94-9,15086949,,,"Spiro[isobenzofuran-1(3H),9'-[9H]xanthen]-3-one, 2',4',5',7'-tetrabromo-3',6'-dihydroxy-",,,,ACTIVE
19989,15087-24-8,15087248,,,"Bicyclo[2.2.1]heptan-2-one, 1,7,7-trimethyl-3-(phenylmethylene)-",,,,ACTIVE
19990,15087-68-0,15087680,,,"Propanenitrile, 3-[[2-(benzoyloxy)ethyl][4-[2-(2-chloro-4-nitrophenyl)diazenyl]phenyl]amino]-",,,,INACTIVE
19991,15089-84-6,15089846,,,"Benzoic acid, 3-(acetylamino)-5-amino-",,,,INACTIVE
19992,15091-30-2,15091302,,,"Thiophene, 3,4-dibromotetrahydro-, 1,1-dioxide",,,,INACTIVE
19993,15096-02-3,15096023,,,"1H-Pyrazole-3-carboxylic acid, 4-hydroxy-1-phenyl-5-(2-phenyldiazenyl)-, ethyl ester",,,,INACTIVE
19994,15096-41-0,15096410,,,"Chromium, tetrachloro-.mu.-hydroxy[.mu.-(2-methyl-2-propenoato-.kappa.O:.kappa.O')]di-",,,,ACTIVE
19995,15096-52-3,15096523,,,Cryolite (Na3(AlF6)),,,,ACTIVE
19996,15097-49-1,15097491,,,"Pyrrolidine, 1-(trimethylsilyl)-",,,,ACTIVE
19997,15103-32-9,15103329,,,"Bicyclo[4.1.0]hept-4-ene-3-methanol, 4,7,7-trimethyl-",,,,INACTIVE
19998,15103-33-0,15103330,,,"Bicyclo[4.1.0]hept-4-ene-3-methanol, 4,7,7-trimethyl-, 3-acetate",,,,INACTIVE
19999,15103-99-8,15103998,,,"Hypophosphoric acid, tetramethyl ester",,,,INACTIVE
20000,15108-51-7,15108517,,,"2-Butenedioic acid (2E)-, 1,4-bis(2,3,4,5,6-pentabromophenyl) ester",,,,INACTIVE
20001,15110-84-6,15110846,,,"Butanamide, 2,2'-[(3,3'-dichloro[1,1'-biphenyl]-4,4'-diyl)bis(2,1-diazenediyl)]bis[N-(2,5-dimethoxyphenyl)-3-oxo-",,,,ACTIVE
20002,15111-56-5,15111565,,,"3-Cyclohexene-1-carboxylic acid, ethyl ester",,,,INACTIVE
20003,15111-96-3,15111963,,,"1-Cyclohexene-1-methanol, 4-(1-methylethenyl)-, 1-acetate",,,,ACTIVE
20004,15112-89-7,15112897,,,"Silanetriamine, N,N,N',N',N'',N''-hexamethyl-",,,,ACTIVE
20005,15114-15-5,15114155,,,"9,10-Anthracenedione, 4,8-diamino-2-(4-ethoxyphenyl)-1,5-dihydroxy-",,,,ACTIVE
20006,15114-35-9,15114359,,,"1,3,5-Triazine-2,4,6(1H,3H,5H)-trione, 1-bromo-",,,,INACTIVE
20007,15121-11-6,15121116,,,"1,3,2-Dioxathiolane, 4-(chloromethyl)-, 2-oxide",,,,INACTIVE
20008,15121-84-3,15121843,,,"Benzeneethanol, 2-nitro-",,,,INACTIVE
20009,15123-69-0,15123690,,,"Selenic acid, copper(2+) salt (1:1)",,,,ACTIVE
20010,15123-80-5,15123805,,,Aluminum molybdenum oxide (Al2Mo3O12),,,,ACTIVE
20011,15123-82-7,15123827,,,Aluminum tungsten oxide (Al2W3O12),,,,INACTIVE
20012,15124-04-6,15124046,,,Silver vanadium oxide (Ag3VO4),,,,INACTIVE
20013,15131-55-2,15131552,,,"Cyclopentene, 3,3'-oxybis-",,,PMN,INACTIVE
20014,15142-96-8,15142968,,,"Phosphonic acid, P,P',P'',P'''-[1,2-ethanediylbis[nitrilobis(methylene)]]tetrakis-, sodium salt (1:6)",,,,ACTIVE
20015,15149-10-7,15149107,,,"Ethanol, 2-(4-methylphenoxy)-",,,,ACTIVE
20016,15150-25-1,15150251,,,"Benzamide, N-cyano-",,,,INACTIVE
20017,15151-00-5,15151005,,,"Quinolinium, 2-methyl-1-(2-propen-1-yl)-, bromide (1:1)",,,,INACTIVE
20018,15159-40-7,15159407,,,4-Morpholinecarbonyl chloride,,,,INACTIVE
20019,15163-46-9,15163469,,,"Benzenesulfonic acid, 2-dodecyl-, sodium salt (1:1)",,,,INACTIVE
20020,15170-14-6,15170146,,,"Cuprate(2-), [[N,N'-1,2-ethanediylbis[N-[(carboxy-.kappa.O)methyl]glycinato-.kappa.N,.kappa.O]](4-)]-, potassium (1:2), (OC-6-21)-",,,,ACTIVE
20021,15170-57-7,15170577,,,"Platinum, bis(2,4-pentanedionato-.kappa.O2,.kappa.O4)-, (SP-4-1)-",,,,ACTIVE
20022,15181-13-2,15181132,,,"Benzene, 1-ethyl-3,5-bis(1-methylethyl)-",,,,ACTIVE
20023,15185-43-0,15185430,,,"Benzoxazolium, 3-ethyl-2-[7-(3-ethyl-2(3H)-benzoxazolylidene)-1,3,5-heptatrien-1-yl]-, iodide (1:1)",,,,ACTIVE
20024,15186-51-3,15186513,,,"Furan, 3-methyl-2-(3-methyl-2-buten-1-yl)-",,,,INACTIVE
20025,15187-16-3,15187163,,,"Lead, [29H,31H-phthalocyaninato(2-)-.kappa.N29,.kappa.N30,.kappa.N31,.kappa.N32]-, (SP-4-1)-",,,,INACTIVE
20026,15188-09-7,15188097,,,"Peroxide, 1,1',1''-(ethenylsilylidyne)tris[2-(1,1-dimethylethyl)",,,,INACTIVE
20027,15188-78-0,15188780,,,"Cuprate(3-), [4-amino-5-(hydroxy-.kappa.O)-6-[2-[2-(hydroxy-.kappa.O)-5-[[2-(sulfooxy)ethyl]sulfonyl]phenyl]diazenyl-.kappa.N1]-1,3-naphthalenedisulfonato(5-)]-, hydrogen (1:3)",,,,INACTIVE
20028,15189-51-2,15189512,,,"Aurate(1-), tetrachloro-, sodium (1:1), (SP-4-1)-",,,,ACTIVE
20029,15196-51-7,15196517,,,"Octadecanoic acid, 1,1'-(2,2-dimethyl-1,3-propanediyl) ester",,,,ACTIVE
20030,15203-43-7,15203437,,,"Magnesate(3-), [(7S,8S)-3-carboxy-5-(carboxymethyl)-13-ethenyl-18-ethyl-7,8-dihydro-2,8,12,17-tetramethyl-21H,23H-porphine-7-propanoato(5-)-.kappa.N21,.kappa.N22,.kappa.N23,.kappa.N24]-, sodium (1:3), (SP-4-2)-",,,,INACTIVE
20031,15206-55-0,15206550,,,"Benzeneacetic acid, .alpha.-oxo-, methyl ester",,,,ACTIVE
20032,15214-89-8,15214898,,,"1-Propanesulfonic acid, 2-methyl-2-[(1-oxo-2-propen-1-yl)amino]-",,,,ACTIVE
20033,15217-42-2,15217422,,,"1H-Benzotriazole, sodium salt (1:1)",,,,ACTIVE
20034,15218-44-7,15218447,,,"Cobalt, tris(3-bromo-2,4-pentanedionato-.kappa.O2,.kappa.O4)-, (OC-6-11)-",,,,ACTIVE
20035,15219-34-8,15219348,,,Ethanedioyl dibromide,,,,ACTIVE
20036,15220-11-8,15220118,,,"2H-1-Benzopyran-2-one, 4-methyl-7-(sulfooxy)-, potassium salt (1:1)",,,,ACTIVE
20037,15220-85-6,15220856,,,"1-Propene, 2-methyl-, tetramer",,,,ACTIVE
20038,15225-09-9,15225099,,,"2-Anthracenesulfonic acid, 1-amino-9,10-dihydro-4-[[3-[(2-hydroxyethyl)sulfonyl]phenyl]amino]-9,10-dioxo-, sodium salt (1:1)",,,PMN,INACTIVE
20039,15233-47-3,15233473,,,"1,4-Benzenediamine, N1-(1-methylheptyl)-N4-phenyl-",,,,ACTIVE
20040,15238-00-3,15238003,,,Cobalt iodide (CoI2),,,,ACTIVE
20041,15242-96-3,15242963,,,"Chromium, tetrachloro-.mu.-hydroxy[.mu.-(octadecanoato-.kappa.O:.kappa.O')]di-",,,,ACTIVE
20042,15243-33-1,15243331,,,"Ruthenium, dodecacarbonyltri-, triangulo",,,,ACTIVE
20043,15245-12-2,15245122,,,"Nitric acid, ammonium calcium salt (1:?:?)",,,,ACTIVE
20044,15245-44-0,15245440,,,"1,3-Benzenediol, 2,4,6-trinitro-, lead(2+) salt (1:1)",,,,ACTIVE
20045,15258-80-7,15258807,,,"Iron, [cyclo[glycyl-N5-[(2E)-4-carboxy-3-methyl-1-(oxo-.kappa.O)-2-buten-1-yl]-N5-(hydroxy-.kappa.O)-L-ornithyl-N5-[(2E)-4-carboxy-3-methyl-1-(oxo-.kappa.O)-2-buten-1-yl]-N5-(hydroxy-.kappa.O)-L-ornithyl-N5-[(2E)-4-carboxy-3-methyl-1-(oxo-.kappa.O)-2-buten-1-yl]-N5-(hydroxy-.kappa.O)-L-ornithyl-L-seryl-L-seryl]ato(3-)]-, (OC-6-64)-",,,,INACTIVE
20046,15258-91-0,15258910,,,"Platinate(1-), (1-acetyl-2-oxopropyl)chloro(2,4-pentanedionato-.kappa.O2,.kappa.O4)-, potassium (1:1), (SP-4-2)-",,,,INACTIVE
20047,15260-10-3,15260103,,,"L-Threonine, N-[(1,1-dimethylethoxy)carbonyl]-O-(phenylmethyl)-",,,,INACTIVE
20048,15267-95-5,15267955,,,"Silane, (chloromethyl)triethoxy-",,,,ACTIVE
20049,15268-40-3,15268403,,,"1,3-Propanediamine, N1-docosyl-",,,,INACTIVE
