CAS Number,CAS Name,Name,Approval
130328-16-4,"Siloxanes and Silicones, di-Me, polymers with Ph silsesquioxanes, Me- and methoxy-terminated, reaction products with ethylene glycol and trimethylolpropane","Siloxanes and Silicones, di-Me, polymers with Ph silsesquioxanes, Me- and methoxy-terminated, reaction products with ethylene glycol and trimethylolpropane",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
1303-28-2,Arsenic oxide (As2O5),Arsenic oxide,HSNO Approval: HSR003240 Approved with controls
130328-20-0,"Zeolites, AgZn","Zeolites, AgZ",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
130328-22-2,"Fatty acids, C12-18, mixed esters with citric acid, pentaerythritol and stearyl alc.","Fatty acids, C12-18, mixed esters with citric acid, pentaerythritol and stearyl alc.",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
130328-25-5,"10H-Phenothiazine, 10-(2-propenyl)-3,7-bis(1,1,3,3-tetramethylbutyl)-","10H-Phenothiazine, 10-(2-propenyl)-3,7-bis(1,1,3,3-tetramethylbutyl)-",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
13033-84-6,"D-Phenylalanine, methyl ester, hydrochloride","D-Phenylalanine, methyl ester, hydrochloride",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
13035-04-6,"2-Naphthalenesulfonic acid, 6-methyl-, sodium salt","2-Naphthalenesulfonic acid, 6-methyl-, sodium salt",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
130353-58-1,"Fatty acids, C16-18 and C18-hydroxy, polymers with adipic acid, decanoic acid, isostearic acid, octanoic acid, pentaerythritol and stearic acid","Fatty acids, C16-18 and C18-hydroxy, polymers with adipic acid, decanoic acid, isostearic acid, octanoic acid, pentaerythritol and stearic acid",Does not have an individual approval but may be used under an appropriate group standard
130353-62-7,"Benzenesulfonamide, 2-methyl-, reaction products with bisphenol A-epichlorohydrin polymer and 4-methylbenzenesulfonamide","Benzenesulfonamide, 2-methyl-, reaction products with bisphenol A-epichlorohydrin polymer and 4-methylbenzenesulfonamide",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
130353-64-9,"Quaternary ammonium compounds, coco alkyl(2,3-dihydroxypropyl)dimethyl, 3-ethers with cellulose 2-hydroxyethyl ether, chlorides","Quaternary ammonium compounds, coco alkyl(2,3-dihydroxypropyl)dimethyl, 3-ethers with cellulose 2-hydroxyethyl ether, chlorides",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
13036-81-2,"1,3,5-Triazine, hexahydro-1,3,5-tripropyl-","1,3,5-Triazine, hexahydro-1,3,5-tripropyl-",Does not have an individual approval but may be used under an appropriate group standard
13036-83-4,"1,3,5-Triazine, 1,3,5-tributylhexahydro-","1,3,5-Tributylhexahydro-1,3,5-triazine",Does not have an individual approval but may be used under an appropriate group standard
130-37-0,"2-Naphthalenesulfonic acid, 1,2,3,4-tetrahydro-2-methyl-1,4-dioxo-, sodium salt",Menadione sodium bisulfite anhydrous,Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
130380-97-1,"Collagens, hydrolyzates, [3-(dodecyldimethylammonio)-2-hydroxypropyl], chlorides","Collagens, hydrolyzates, 3-(dodecyldimethylammonio)-2-hydroxypropyl, chlorides",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
130381-02-1,"Protein hydrolyzates, soya, [3-(dodecyldimethylammonio)-2-hydroxypropyl], chlorides","Protein, hydrolysed, soya quatenary ammonia derivatives",Does not have an individual approval but may be used under an appropriate group standard
130381-04-3,"Protein hydrolyzates, wheat germ, [3-(coco alkyldimethylammonio)-2-hydroxypropyl], chlorides","Protein hydrolyzates, wheat germ, 3-(coco alkyldimethylammonio)-2-hydroxypropyl, chlorides",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
130381-05-4,"Protein hydrolyzates, wheat germ, [3-(dimethyloctadecylammonio)-2-hydroxypropyl], chlorides","Protein hydrolyzates, wheat germ, 3-(dimethyloctadecylammonio)-2-hydroxypropyl, chlorides",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
130381-06-5,"Protein hydrolyzates, wheat germ, [3-(dodecyldimethylammonio)-2-hydroxypropyl], chlorides",Laurdimonium Hydroxypropyl Hydrolyzed Wheat Protein,Does not have an individual approval but may be used under an appropriate group standard
130381-07-6,"Protein hydrolyzates, wheat germ, polymers with vinylpyrrolidone","Protein hydrolyzates, wheat germ, polymers with vinylpyrrolidone",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
130381-14-5,"Cellulose, 3-(dodecyldimethylammonio)-2-hydroxypropyl 2-hydroxyethyl ether, chloride","Cellulose, 3-(dodecyldimethylammonio)-2-hydroxypropyl 2-hydroxyethyl ether, chloride",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
1303-86-2,Boron oxide (B2O3),Boron oxide,Does not have an individual approval but may be used under an appropriate group standard
13039-35-5,"1H-Imidazolium, 1-(carboxymethyl)-2-heptyl-4,5-dihydro-1-(2-hydroxyethyl)-, hydroxide, sodium salt (1:1:1)","1-(carboxylatomethyl)-2-heptyl-1-(2-hydroxyethyl)-2-imidazolinium, sodium salt",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
1303-94-2,"Boron lithium oxide (B4Li2O7), pentahydrate","Boron lithium oxide (B4Li2O7), pentahydrate",Does not have an individual approval but may be used under an appropriate group standard
1303-96-4,Borax (B4Na2O7.10H2O),"Sodium tetraborate, decahydrate",HSNO Approval: HSR002914 Approved with controls
13040-17-0,"Decanoic acid, zinc salt","Decanoic acid, zinc salt",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
13040-18-1,"Decanoic acid, potassium salt","Decanoic acid, potassium salt",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
13040-19-2,"9-Octadecenoic acid, 12-hydroxy-, zinc salt (2:1), (9Z,12R)-","9-Octadecenoic acid, 12-hydroxy-, zinc salt (2:1), (9Z,12R)-",Does not have an individual approval but may be used under an appropriate group standard
130-40-5,"Riboflavin 5'-(dihydrogen phosphate), monosodium salt",Riboflavin 5-phosphate sodium,Does not have an individual approval but may be used under an appropriate group standard
130419-61-3,"Ethanol, 2-[2-(octadecenyloxy)ethoxy]-, dihydrogen phosphate","Ethanol, 2-2-(octadecenyloxy)ethoxy-, dihydrogen phosphate",Does not have an individual approval but may be used under an appropriate group standard
1304-28-5,Barium oxide (BaO),"Barium oxide, anhydrous",Does not have an individual approval but may be used under an appropriate group standard
1304-29-6,Barium peroxide (Ba(O2)),Barium peroxide,HSNO Approval: HSR001314 Approved with controls
13043-55-5,"Pentadecane, 7-methylene-","Pentadecane, 7-methylene-",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
130446-84-3,"1,6,7,8-Indolizinetetrol, octahydro-, 1-benzoate, [1S-(1.alpha.,6.beta.,7.alpha.,8.beta.,8a.beta.)]-","1,6,7,8-Indolizinetetrol, octahydro-, 1-benzoate, 1S-(1.alpha.,6.beta.,7.alpha.,8.beta.,8a.beta.)-",Does not have an individual approval but may be used under an appropriate group standard
130446-97-8,"1,3-Dioxino[4,5,6-hi]indolizine-8,9-diol, octahydro-2,2-dimethyl-, 8-benzoate, [3aS-(3a.alpha.,8.alpha.,9.beta.,9a.beta.,9b.alpha.)]-","1,3-Dioxino4,5,6-hiindolizine-8,9-diol, octahydro-2,2-dimethyl-, 8-benzoate, 3aS-(3a.alpha.,8.alpha.,9.beta.,9a.beta.,9b.alpha.)-",Does not have an individual approval but may be used under an appropriate group standard
1304-56-9,Beryllium oxide (BeO),Beryllium oxide,HSNO Approval: HSR004367 Approved with controls
130466-38-5,"Methanesulfonamide, N-[2-[(2R,12bS)-1,3,4,6,7,12b-hexahydro-2'-oxospiro[2H-benzofuro[2,3-a]quinolizine-2,4'-imidazolidin]-3'-yl]ethyl]-, hydrochloride (1:1)",Vatinoxan hydrochloride,Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
130469-80-6,"Phosphonic acid, P,P',P'',P'''-[[(phosphonomethyl)imino]bis[6,1-hexanediylnitrilobis(methylene)]]tetrakis-, reaction products with diethylenetriamine","Phosphonic acid, (((phosphonomethyl)imino)bis(6,1-hexanediylnitrilobis(methylene)))tetrakis-, reaction products with diethylenetriamine",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
13047-13-7,"3-Pyrazolidinone, 4-(hydroxymethyl)-4-methyl-1-phenyl-","3-Pyrazolidinone, 4-(hydroxymethyl)-4-methyl-1-phenyl-",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
13047-50-2,"2(3H)-Phenanthrenone, 4,4a,4b,5,6,7,8,8a,9,10-decahydro-1,4b,8,8-tetramethyl-, (4aR,4bS,8aS)-","2(3H)-Phenanthrenone, 4,4a,4b,5,6,7,8,8a,9,10-decahydro-1,4b,8,8-tetramethyl-, (4aR,4bS,8aS)-",Does not have an individual approval but may be used under an appropriate group standard
1304-76-3,Bismuth oxide (Bi2O3),Bismuth oxide (Bi2O3),Does not have an individual approval but may be used under an appropriate group standard
13048-33-4,"2-Propenoic acid, 1,6-hexanediyl ester","1,6-Hexanediol diacrylate",Does not have an individual approval but may be used under an appropriate group standard
13048-34-5,"2-Propenoic acid, 1,1'-(1,10-decanediyl) ester","2-Propenoic acid, 1,1'-(1,10-decanediyl) ester",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
1304-85-4,Bismuth hydroxide nitrate oxide (Bi5(OH)9(NO3)4O),Bismuth hydroxide nitrate oxide,HSNO Approval: HSR001433 Approved with controls
130498-22-5,Wheat flour,Wheat Flour,Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
13049-88-2,"3-Nonen-1-ol, acetate, (3Z)-","3-Nonen-1-ol, acetate, (3Z)-",Does not have an individual approval but may be used under an appropriate group standard
130501-87-0,Stearalkonium bentonite,Stearalkonium bentonite,Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
13052-11-4,"1-Propanaminium, 2-hydroxy-N,N,N-trimethyl-3-[(2-methyl-1-oxo-2-propenyl)oxy]-, chloride","1-Propanaminium, 2-hydroxy-N,N,N-trimethyl-3-(2-methyl-1-oxo-2-propenyl)oxy-, chloride",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
13052-19-2,"Formamide, N-(hydroxymethyl)-","Formamide, N-(hydroxymethyl)-",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
1305-62-0,Calcium hydroxide (Ca(OH)2),Calcium hydroxide,Does not have an individual approval but may be used under an appropriate group standard
13057-17-5,"Methane, bromomethoxy-","Methane, bromomethoxy-",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
13057-50-6,"Dodecanoic acid, 2,2-bis[[(1-oxododecyl)oxy]methyl]-1,3-propanediyl ester","Dodecanoic acid, 2,2-bis(1-oxododecyl)oxymethyl-1,3-propanediyl ester",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
1305-78-8,Calcium oxide (CaO),Calcium oxide,Does not have an individual approval but may be used under an appropriate group standard
1305-79-9,Calcium peroxide (Ca(O2)),Calcium peroxide,HSNO Approval: HSR001319 Approved with controls
13058-12-3,"2,6-Octadienoic acid, 3,7-dimethyl-, ethyl ester","2,6-Octadienoic acid, 3,7-dimethyl-, ethyl ester",Does not have an individual approval but may be used under an appropriate group standard
13058-52-1,"9,11-Octadecadienoic acid, methyl ester, (9Z,11E)-","9,11-Octadecadienoic acid, methyl ester, (9Z,11E)-",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
1306-05-4,Fluorapatite (Ca5F(PO4)3),Fluorapatite,Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
1306-06-5,Hydroxylapatite (Ca5(OH)(PO4)3),Hydroxylapatite (Ca5(OH)(PO4)3),Does not have an individual approval but may be used under an appropriate group standard
130-61-0,"10H-Phenothiazine, 10-[2-(1-methyl-2-piperidinyl)ethyl]-2-(methylthio)-, monohydrochloride","10H-Phenothiazine, 10-2-(1-methyl-2-piperidinyl)ethyl-2-(methylthio)-, monohydrochloride",Does not have an individual approval but may be used under an appropriate group standard
1306-19-0,Cadmium oxide (CdO),Cadmium oxide,HSNO Approval: HSR004390 Approved with controls
1306-23-6,Cadmium sulfide (CdS),Cadmium sulphide,HSNO Approval: HSR003758 Approved with controls
1306-24-7,Cadmium selenide (CdSe),Cadmium selenide,Does not have an individual approval but may be used under an appropriate group standard
1306-38-3,Cerium oxide (CeO2),Cerium (IV) oxide,Does not have an individual approval but may be used under an appropriate group standard
130668-24-5,"Poly[oxy(methyl-1,2-ethanediyl)], .alpha.-[2-[bis(phosphonomethyl)amino]methylethyl]-.omega.-[2-[bis(phosphonomethyl)amino]methylethoxy]-","Poly[oxy(methyl-1,2-ethanediyl)], alpha-[2-[bis(phosphonomethyl)amino]methylethyl]-omega-[2-[bis(phosphonomethyl)amino]methylethoxy]-",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
13071-11-9,"2-Propanol, 1-[(1-methylethyl)amino]-3-(1-naphthalenyloxy)-, hydrochloride, (2R)-",(R)-(+)-Propranolol hydrochloride,Does not have an individual approval but may be used under an appropriate group standard
13071-79-9,"Phosphorodithioic acid, S-[[(1,1-dimethylethyl)thio]methyl] O,O-diethyl ester",Terbufos,Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
130728-76-6,"Oxiranemethanamine, N,N'-[methylenebis(2-ethyl-4,1-phenylene)]bis[N-(oxiranylmethyl)-","Oxiranemethanamine, N,N'-[methylenebis(2-ethyl-4,1-phenylene)]bis[N-(oxiranylmethyl)-",Does not have an individual approval but may be used under an appropriate group standard
